source_path,integration_class,status,exact_path_rt56_collision,output_path,reason,donor_sha256,output_sha256,donor_source_commit,donor_source_blob,donor_source_sha256,donor_source_checkout,artwork_source_kind,artwork_source_base_commit,artwork_source_sha256,rt56_base_sha256,previous_source_commit,previous_source_sha256
common/characters/KOR.txt,THREE_WAY_MERGE,GENERATED,yes,common/characters/KOR.txt | common/characters/zz_hok_rt56_kor_host_references.txt | common/characters/MAN.txt,HOK 한국 인물·미모집 정책 유지; RT56 김창룡 정의 원본 복원 및 donor에 없는 RT56 MAN의 KOR 고문 고용 검사 두 곳만 조건부 character trigger로 병합,B9F20CE023B8DCD1070A73EE7AB5B746CC0BAD5D81353FEA30B4428139BC92B8,common/characters/KOR.txt=337A050C892936BECE6FF3A6EBFE637EEF42F7F40720FEE0A7D758F61F33F952 | common/characters/zz_hok_rt56_kor_host_references.txt=40ED38039B49E32CC20A9789D9B9D0EFB443414DEF925647362C5E8EC8DE2AEF | common/characters/MAN.txt=461D54C88101CBAD78D98706D4ADA5F9F255A63F1AD977D983D9E2654BD83603,887930f6e88c80568d62dab9cfbe1ba8a498a252,74dc408f96fec078142aa9ffdb7852c817dbfe3c,B9F20CE023B8DCD1070A73EE7AB5B746CC0BAD5D81353FEA30B4428139BC92B8,raw,,,,979185140DA5A9CA57AC8399A47DA5EBFA9157C9FD2F2AACBD51E7E4E8C078CA,,
common/characters/MON_mongppong.txt,USE_RT56,OMITTED_OUT_OF_SCOPE,no,(omitted; RT56/vanilla scope retained),한국 전용 포트에서 MON 도전 모듈 제외,FB7397BB677C9FF2BFD2DBCC1703C747B2B25B508A8BA3C30F386AFEB63B6406,,887930f6e88c80568d62dab9cfbe1ba8a498a252,1dbd8b753d1a3b435086d240846ea92473a30679,FB7397BB677C9FF2BFD2DBCC1703C747B2B25B508A8BA3C30F386AFEB63B6406,crlf,,,,,,
common/countries/colors.txt,THREE_WAY_MERGE,GENERATED,yes,common/countries/zz_hok_rt56_colors.txt,공용 전체 파일 대신 HOK 고유 색상만 추가 파일로 분리,D683D49FE16717D32004243D9A7DB10725BA048F4747F0BFB82769EC5CCED45A,126F82815C813358248CDD20FE9E5EC087980D6CBAD94248844C6EEB7C2F1133,887930f6e88c80568d62dab9cfbe1ba8a498a252,babc5382a324d63751b89395ee25c5e6a0718c91,D683D49FE16717D32004243D9A7DB10725BA048F4747F0BFB82769EC5CCED45A,raw,,,,74AEF537E4D792322FF4E5D344605F1ADCBB8A23E431E33B0B06FE650FBC71BB,,
common/countries/cosmetic.txt,THREE_WAY_MERGE,GENERATED,yes,common/countries/zz_hok_rt56_cosmetic.txt,공용 전체 파일 대신 HOK 고유 cosmetic 정의만 분리,BB2D7E182094282A50E4E3F1A89EF65E88758D8CC5306251DFD9A729CABD74BC,45E82DB52A1FC77DFEBF86E998C8207BEB478D4F114F53346F6979357BB6475B,887930f6e88c80568d62dab9cfbe1ba8a498a252,bf67cc55fc119d863345a0707288cbac1031edcf,BB2D7E182094282A50E4E3F1A89EF65E88758D8CC5306251DFD9A729CABD74BC,raw,,,,F4F814EA5B78EBBCF702B2B8F70F1C3B43B8A260672117C513D24E4048FF0AD4,,
common/countries/Korean China.txt,ADD,SHIPPED,no,common/countries/Korean China.txt,RT56과 같은 경로가 없는 HOK 고유 콘텐츠/메타데이터,BBD0B7B20CE5A1755F3C853B453D13FD2DD229CD512B07732FEC30207B3501D3,BBD0B7B20CE5A1755F3C853B453D13FD2DD229CD512B07732FEC30207B3501D3,887930f6e88c80568d62dab9cfbe1ba8a498a252,aa5e380e976c80028b7e30726007791978e8df94,BBD0B7B20CE5A1755F3C853B453D13FD2DD229CD512B07732FEC30207B3501D3,crlf,,,,,,
common/countries/Korean Japan.txt,ADD,SHIPPED,no,common/countries/Korean Japan.txt,RT56과 같은 경로가 없는 HOK 고유 콘텐츠/메타데이터,017B5ED666933A3E7AEBA568AEFA3CFF2ACDB971913157D1B2C2E0004228842E,017B5ED666933A3E7AEBA568AEFA3CFF2ACDB971913157D1B2C2E0004228842E,887930f6e88c80568d62dab9cfbe1ba8a498a252,ecd67ec59d6c244fe36a86bc71eaa6b782088e15,017B5ED666933A3E7AEBA568AEFA3CFF2ACDB971913157D1B2C2E0004228842E,crlf,,,,,,
common/countries/Ryukyu.txt,ADD,SHIPPED,no,common/countries/Ryukyu.txt,RT56과 같은 경로가 없는 HOK 고유 콘텐츠/메타데이터,15328663201044113CF25F078F2F284D9C4A7E7296762DB2421B73FF405A90E3,15328663201044113CF25F078F2F284D9C4A7E7296762DB2421B73FF405A90E3,887930f6e88c80568d62dab9cfbe1ba8a498a252,7b76b4e521473e5cfcee27c01f9cc047d69c55cf,15328663201044113CF25F078F2F284D9C4A7E7296762DB2421B73FF405A90E3,crlf,,,,,,
common/countries/Taiwan.txt,ADD,SHIPPED,no,common/countries/Taiwan.txt,RT56과 같은 경로가 없는 HOK 고유 콘텐츠/메타데이터,8840D6E1882994F0B0CF7E18F88E3FD7B38749372034CB4988BDEC049FC72625,8840D6E1882994F0B0CF7E18F88E3FD7B38749372034CB4988BDEC049FC72625,887930f6e88c80568d62dab9cfbe1ba8a498a252,e0a0ec5eebd494b092e8a50ded3d548b65ae4851,8840D6E1882994F0B0CF7E18F88E3FD7B38749372034CB4988BDEC049FC72625,crlf,,,,,,
common/country_leader/00_hok_traits.txt,ADD,SHIPPED,no,common/country_leader/00_hok_traits.txt,RT56과 같은 경로가 없는 HOK 고유 콘텐츠/메타데이터,566525F070E9B5937FC1926FF273E2381C041CD3DD4312DA2EEC5404372B8DC9,A7CBFA4C1BDA8639DDD66CE92FA9E1B3C41A196FD5EA94366346373FCBCD06E2,887930f6e88c80568d62dab9cfbe1ba8a498a252,2cfb035961cd0ab48f7ed4cdf6c8affea9ff05ba,566525F070E9B5937FC1926FF273E2381C041CD3DD4312DA2EEC5404372B8DC9,crlf,,,,,,
common/country_tags/hok_countries.txt,ADD,SHIPPED,no,common/country_tags/hok_countries.txt,RT56과 같은 경로가 없는 HOK 고유 콘텐츠/메타데이터,7D3C4CAB7E34A5C2A2346510AB9019568A1B370AA48E16035D56F7FC0FAC4007,7D3C4CAB7E34A5C2A2346510AB9019568A1B370AA48E16035D56F7FC0FAC4007,887930f6e88c80568d62dab9cfbe1ba8a498a252,857f5253c47123243e1247ee0289d89ec2eed2de,7D3C4CAB7E34A5C2A2346510AB9019568A1B370AA48E16035D56F7FC0FAC4007,crlf,,,,,,
common/decisions/categories/HOK_KOR_democratic_expansion.txt,ADD,SHIPPED,no,common/decisions/categories/HOK_KOR_democratic_expansion.txt,HOK 한국 후속 업데이트: 한국 민주 결정 분류,0BD424CFADD58693EB6083F7CEF1E7F916E64EEFFD792CF762AAEF40FEB7C06E,0BD424CFADD58693EB6083F7CEF1E7F916E64EEFFD792CF762AAEF40FEB7C06E,da815305e3ce00186a487b3a378bf8536ff59146,9728fdabd8d51208335c68637630eb4ec418979a,0BD424CFADD58693EB6083F7CEF1E7F916E64EEFFD792CF762AAEF40FEB7C06E,raw,,,,,,
common/decisions/categories/HOK_KOR_industry_expansion.txt,ADD,SHIPPED,no,common/decisions/categories/HOK_KOR_industry_expansion.txt,HOK 한국 후속 업데이트: 한국 지역 산업 결정 분류,140234E91FC12703F5263A80583EF5452B3D1B96E0B8C09931D4037B6225894D,140234E91FC12703F5263A80583EF5452B3D1B96E0B8C09931D4037B6225894D,da815305e3ce00186a487b3a378bf8536ff59146,295aff2bf9b6bf182e787a2e0dfe549743888559,140234E91FC12703F5263A80583EF5452B3D1B96E0B8C09931D4037B6225894D,raw,,,,,,
common/decisions/categories/JAP_HoK_decision_category.txt,ADD,SHIPPED,no,common/decisions/categories/JAP_HoK_decision_category.txt,RT56과 같은 경로가 없는 HOK 고유 콘텐츠/메타데이터,093EF147EDDF6C6BF89486501D9C257BD631D73979EC13603080B7EF055A263D,093EF147EDDF6C6BF89486501D9C257BD631D73979EC13603080B7EF055A263D,887930f6e88c80568d62dab9cfbe1ba8a498a252,dff01b84493a078bbe92d3438920509088f756ca,093EF147EDDF6C6BF89486501D9C257BD631D73979EC13603080B7EF055A263D,raw,,,,,,
common/decisions/categories/KOR_decision_categories.txt,ADD,SHIPPED,no,common/decisions/categories/KOR_decision_categories.txt,RT56과 같은 경로가 없는 HOK 고유 콘텐츠/메타데이터,70469FC0116178E64738D0DDEB3C499656FAFCCB1CFF51658BD46307395573FB,70469FC0116178E64738D0DDEB3C499656FAFCCB1CFF51658BD46307395573FB,887930f6e88c80568d62dab9cfbe1ba8a498a252,2b7e79f2bbc15ded4184264bc8e6e8dd6fda924c,70469FC0116178E64738D0DDEB3C499656FAFCCB1CFF51658BD46307395573FB,crlf,,,,,,
common/decisions/HOK_KOR_democratic_expansion.txt,ADD,SHIPPED,no,common/decisions/HOK_KOR_democratic_expansion.txt,"HOK 한국 후속 업데이트: 한국 민주 원조·협정·공동개발 결정; 2026-09-23 정책 변경: tools/hok_policy_update_lock.json, be5fb40 + 검토된 미커밋 변경; RT56 주 변환 유지",071B619DF1722F938E1677E79E2197E6808A937FCEE96E9BB43616588677220C,071B619DF1722F938E1677E79E2197E6808A937FCEE96E9BB43616588677220C,,,071B619DF1722F938E1677E79E2197E6808A937FCEE96E9BB43616588677220C,reviewed-working-tree-delta,,,,,da815305e3ce00186a487b3a378bf8536ff59146,C798B0EB016CB22DA409C66E54FFDB65FE1860DA78C2B41C5889D334AC2AAD2B
common/decisions/HOK_KOR_industry_expansion.txt,ADD,SHIPPED,no,common/decisions/HOK_KOR_industry_expansion.txt,"HOK 한국 후속 업데이트: 이전된 한국 주 ID를 사용하는 지역 산업 결정; 2026-09-23 정책 변경: tools/hok_policy_update_lock.json, be5fb40 + 검토된 미커밋 변경; RT56 주 변환 유지",E3AEA23957C18B87533D68E243CB56C020D760E962344225E030D140C9FACFF4,9CB7C18CFB6755CA94E64A6A21834BB7880535797E9F1E3835AA6DB9E2FC5C23,,,E3AEA23957C18B87533D68E243CB56C020D760E962344225E030D140C9FACFF4,reviewed-working-tree-delta,,,,,da815305e3ce00186a487b3a378bf8536ff59146,2872F4781FF6828E74902CAA10B107DF1B15EE3877717CEEAEED66B58D98E1C0
common/decisions/JAP.txt,THREE_WAY_MERGE,GENERATED,yes,common/decisions/JAP.txt,현재 일본 결정에 필요한 한국 독립 delta를 리베이스,5D1765671AC227C5CB4B32F188F744BD69F3384E55F6EA8F6145253B4BFA856E,0D3724A249EA1E9A642CF57B83A2918FE76CE008378AC5BEE8C1D66594B72123,887930f6e88c80568d62dab9cfbe1ba8a498a252,4e3d70a35bb987e59b94ebb41aafaf10b11f1460,5D1765671AC227C5CB4B32F188F744BD69F3384E55F6EA8F6145253B4BFA856E,raw,,,,1FADB70D82C806EFE8A3112B81FDE3665E52B96160376AD7D74784BAC2A9B5F3,,
common/decisions/KOR.txt,THREE_WAY_MERGE,GENERATED,no,common/decisions/KOR.txt,현재 바닐라 한국 결정에 새 한국 state 집합만 병합,E1DF75F1B5090E703796E699EAA64A0B7C7C0456129270F900A9C4C67E26B056,4D91EA69A4E595289D1106B97D88EF9FB5CB427D1B87244C2C813253FB36969E,887930f6e88c80568d62dab9cfbe1ba8a498a252,75de53e4086dfdf5136c2d8bf23c0b3b453eb430,E1DF75F1B5090E703796E699EAA64A0B7C7C0456129270F900A9C4C67E26B056,raw,,,,,,
common/decisions/KOR_decision.txt,ADD,SHIPPED,no,common/decisions/KOR_decision.txt,RT56과 같은 경로가 없는 HOK 고유 콘텐츠/메타데이터,051F5CEEFB7CC37CC8EC4F92281FFE920CC7F9ACFC1B18DB090B105C795B84FA,5D3CE5CD1682240CA5B0E7EB16FA847584E1612D9CE4544511FBBD5B49539626,887930f6e88c80568d62dab9cfbe1ba8a498a252,24a8fb515bc0fbd25727a83431266274102cb6c8,051F5CEEFB7CC37CC8EC4F92281FFE920CC7F9ACFC1B18DB090B105C795B84FA,crlf,,,,,,
common/difficulty_settings/00_difficulty.txt,USE_RT56,OMITTED_HOST_OWNED,yes,RT56:common/difficulty_settings/00_difficulty.txt,현재 RT56 난이도 정의가 공용 시스템을 소유,E5701B6EC59A5C4781BD596291C301A185088AC5F796DD99E840B7D2E972C401,3DBB427D97C056A6F78566D57078EF91D96AB2D941D65453EE195856485D34AF,887930f6e88c80568d62dab9cfbe1ba8a498a252,2977d2a818af5bd5e1440913df117056e0e877cc,E5701B6EC59A5C4781BD596291C301A185088AC5F796DD99E840B7D2E972C401,raw,,,,3DBB427D97C056A6F78566D57078EF91D96AB2D941D65453EE195856485D34AF,,
common/dynamic_modifiers/0_HoK_dynamic_modifiers.txt,ADD,SHIPPED,no,common/dynamic_modifiers/0_HoK_dynamic_modifiers.txt,RT56과 같은 경로가 없는 HOK 고유 콘텐츠/메타데이터,EBBD31C2C4460D3A9EDBA537B36206C4FE87DC44CEE3F48ED900157E6417166F,EBBD31C2C4460D3A9EDBA537B36206C4FE87DC44CEE3F48ED900157E6417166F,887930f6e88c80568d62dab9cfbe1ba8a498a252,a0e1c508242745b437223cc5baa28d499971d382,EBBD31C2C4460D3A9EDBA537B36206C4FE87DC44CEE3F48ED900157E6417166F,crlf,,,,,,
common/game_rules/hok_game_rules.txt,ADD,SHIPPED,no,common/game_rules/hok_game_rules.txt,RT56과 같은 경로가 없는 HOK 고유 콘텐츠/메타데이터,D39496F15D4415F00D2DF15CD57A194C6DD53A6E764C37F823231C2483AC1425,27BEFD5F8ECC782A1C35C5C867D188EA61C01DCD3116DEDA45BC528BE2A0DD26,887930f6e88c80568d62dab9cfbe1ba8a498a252,18b5011d70322796236d45534cdae3fdf9ac52d3,D39496F15D4415F00D2DF15CD57A194C6DD53A6E764C37F823231C2483AC1425,crlf,,,,,,
common/ideas/HOK_KOR_democratic_expansion.txt,ADD,SHIPPED,no,common/ideas/HOK_KOR_democratic_expansion.txt,"HOK 한국 후속 업데이트: 한국 민주 내정·원조·외교 협정 국민정신; 2026-09-22 HOK icon/picture만 선택 이식 (tools/hok_icon_lock.json); 2026-09-23 정책 변경: tools/hok_policy_update_lock.json, be5fb40 + 검토된 미커밋 변경; RT56 주 변환 유지",246C3D8005D1048AEFCE7F4D65490DA99F35C2A3DFE6F4A90C833DB76D55010A,A189E64951EFFD2B309BD892ADF1EB3BD25C60D9A6D445CAF5EE65CAA283FA14,,,246C3D8005D1048AEFCE7F4D65490DA99F35C2A3DFE6F4A90C833DB76D55010A,reviewed-working-tree-delta,uncommitted-working-tree,698b6eb160efbaa04a4d43846330ba002f5e8cc7,62A096E8559FA05A0946A5A0BE0AA46A30CFC002DF3271C9D478087018F5C12D,,da815305e3ce00186a487b3a378bf8536ff59146,B9AFBF64FFC29C83DDECE0B251A8C862190CDCD85E24435E42C65BB8ACDE3AFC
common/ideas/HOK_KOR_industry_expansion.txt,ADD,SHIPPED,no,common/ideas/HOK_KOR_industry_expansion.txt,HOK 한국 후속 업데이트: 한국 산업·교육·생산 방식 국민정신; 2026-09-22 HOK icon/picture만 선택 이식 (tools/hok_icon_lock.json),067B1CB40D071A2962090C621F63A7E8DA12B9AB66043CF7AB0B79E7928E1828,AA9C316611B9888CEA8A958FED7C3B281FE6EDF075615E1E9422C8238C37EE34,da815305e3ce00186a487b3a378bf8536ff59146,f64793d28fd0bcc25588b719d59c4f3763d38839,067B1CB40D071A2962090C621F63A7E8DA12B9AB66043CF7AB0B79E7928E1828,raw,uncommitted-working-tree,698b6eb160efbaa04a4d43846330ba002f5e8cc7,0ECBDC1089066381D7CEDE3917EDADB1247342E840EE98CA7BF462F4C3D15CA2,,,
common/ideas/HOK_KOR_military_expansion.txt,ADD,SHIPPED,no,common/ideas/HOK_KOR_military_expansion.txt,HOK 한국 후속 업데이트: 한국 육해공군 확장 국민정신; 2026-09-22 HOK icon/picture만 선택 이식 (tools/hok_icon_lock.json),FB2C18AC3BE0DEAAD30714B8F4624324B646F294D9094D35871DAC0E441D7578,1D98036B142AA8DB56318300D8267AB2E9F2206B134BEC80B3316072C2341725,da815305e3ce00186a487b3a378bf8536ff59146,e49d9db6537251a73654076df5f139b99b725cdd,FB2C18AC3BE0DEAAD30714B8F4624324B646F294D9094D35871DAC0E441D7578,raw,uncommitted-working-tree,698b6eb160efbaa04a4d43846330ba002f5e8cc7,0A9FB065938768D1066D731C7B32D67045C551490AFEBD3F3CE3021076150380,,,
common/ideas/korea.txt,OVERRIDE,SHIPPED,yes,common/ideas/korea.txt,HOK 한국 아이디어 설계가 이 포트의 의도적 소유 영역,DE22B2B0F7733AE5BC5A1564D9BBA8F47AE439456F893E6238903AC8BE953254,DE22B2B0F7733AE5BC5A1564D9BBA8F47AE439456F893E6238903AC8BE953254,da815305e3ce00186a487b3a378bf8536ff59146,bbc8e27de365afe6b1e556ce52d562c60ac07aae,DE22B2B0F7733AE5BC5A1564D9BBA8F47AE439456F893E6238903AC8BE953254,crlf,,,,F358082E803679A829A0474987450F630E727EDE19CDA13C7367DE529B457CDA,,
common/intelligence_agencies/00_intelligence_agencies.txt,THREE_WAY_MERGE,GENERATED,yes,common/intelligence_agencies/zz_hok_rt56_intelligence_agencies.txt,공용 전체 파일 대신 HOK 한국 기관만 추가,0F24DEF3E78CB521CC37F28D395645277441045D3126AD3CDBF033F3B0D3FBC4,5C932D1AEB9F52B26517665D536AEC89898E8C91352D3ED4C9DBB53D71429ACC,887930f6e88c80568d62dab9cfbe1ba8a498a252,ff322f0dc854926cd17f960faa7497f387f0e56b,0F24DEF3E78CB521CC37F28D395645277441045D3126AD3CDBF033F3B0D3FBC4,raw,,,,D27517C12FF352C7AF1ACF63CFACF9AB30365CB7C676529F51167281F5261435,,
common/military_industrial_organization/organizations/00_generic_organization.txt,THREE_WAY_MERGE,GENERATED,yes,common/military_industrial_organization/organizations/00_generic_organization.txt,RT56 generic MIO base에 HOK 한국 제외 조건만 병합,830D892C148A8DEDB894E37C72BF9A9ABFEBD1B41EDB504C74CF238E1B00A5E8,EB52FE70FA9283674FE36A42E272373D2D8BCFC7FBDD01090EA884F0780B8DF6,887930f6e88c80568d62dab9cfbe1ba8a498a252,2fc400e997257d7dad90a0fad6a0074cbf1968c9,830D892C148A8DEDB894E37C72BF9A9ABFEBD1B41EDB504C74CF238E1B00A5E8,raw,,,,C701A3CFF92AF46925932241E156B9B5F340FAEDCF228BB103F74B985F6F5D35,,
common/military_industrial_organization/organizations/KOR_organization.txt,THREE_WAY_MERGE,GENERATED,yes,common/military_industrial_organization/organizations/KOR_organization.txt,RT56 소유권·가용 조건과 HOK 항공 MIO 설계를 병합,87052E3AD3C21FCC97C4F697B6A682CDF04E44EEFA0160AC15E280A317873959,E61F233F0E054564436896A0C995A938D0C75970C196C8D163787F47B3A62F3F,887930f6e88c80568d62dab9cfbe1ba8a498a252,18ea35af9b5e1291848d22b642956c43a3da6f99,87052E3AD3C21FCC97C4F697B6A682CDF04E44EEFA0160AC15E280A317873959,crlf,,,,983E65865D4DCEE10BE38D6FD73142BE809C7A1828319FAB4EE2A3F91C5A1C46,,
common/modifiers/HOK_KOR_democratic_expansion.txt,ADD,SHIPPED,no,common/modifiers/HOK_KOR_democratic_expansion.txt,HOK 한국 후속 업데이트: 한국과 수락국의 쌍방 면허생산 관계 보정,E91E6E987B2AE60597C805180B657112E3ADF2A4DB1C41BAF09275681B40A64B,E91E6E987B2AE60597C805180B657112E3ADF2A4DB1C41BAF09275681B40A64B,da815305e3ce00186a487b3a378bf8536ff59146,38d5fcd818b5b6c26b37703ce7893b2996893124,E91E6E987B2AE60597C805180B657112E3ADF2A4DB1C41BAF09275681B40A64B,raw,,,,,,
common/names/00_names.txt,THREE_WAY_MERGE,GENERATED,yes,common/names/zz_hok_rt56_names.txt,공용 전체 파일 대신 HOK 고유 이름 목록만 추가,1740DBAC9207B3711FC0D7F9EE5FCBCE2B9A27228BF88CA167AC149610B577AF,2AD30F7678937B3B68219E0ED4A21AF160654263F72A6C8C552B01639ED7B0F8,887930f6e88c80568d62dab9cfbe1ba8a498a252,ca430d0b0ee6d92cc72f369fcdf817c16977d1e4,1740DBAC9207B3711FC0D7F9EE5FCBCE2B9A27228BF88CA167AC149610B577AF,raw,,,,55B12FBD304484C131B184EBB3F1A838FA4C556F6E21B2F8B0600639E8437DC8,,
common/national_focus/china_shared_TSR.txt,THREE_WAY_MERGE,GENERATED,yes,common/national_focus/china_shared_TSR.txt,현재 RT56 중국 공유 중점에 HOK 한국 delta를 병합,CA376A6498F46748B785FBD425C31B96E99E1EE9C6F70E11C197D58A9A3CA0BA,5226E1EEECC3ED2C2E026C8B6F912CE249753A8ABFDC81E87557F0D76C80C50E,887930f6e88c80568d62dab9cfbe1ba8a498a252,432cc047a9ebb869504c0d24d8c843bef2e224cb,CA376A6498F46748B785FBD425C31B96E99E1EE9C6F70E11C197D58A9A3CA0BA,raw,,,,AFC2636E2D7702DD4A4888B6ED8A133E990AEB3DB1C5DF1C77759AE49EA87B78,,
common/national_focus/korea.txt,OVERRIDE,SHIPPED,yes,common/national_focus/korea.txt,"HOK be5fb40 한국 460중점; 기존 ID·15주 만주·부분동원 보존, 7개 기존 배치와 신규134 병합, ADR-0005 지역 대응",1CEDAF78903DB31D15E3837E20069B71BCA8FC674212B1D033F0D721B2B6735C,6F9F76036B21D22E9716ACE44C124D20BBF2CAF3751AAEE5313C758FC3B8F162,be5fb40dbd8de33e5adbf65e808bcb0e8c283560,681bb7ad3ded0c5801e909ea3e52177409c38b4f,1CEDAF78903DB31D15E3837E20069B71BCA8FC674212B1D033F0D721B2B6735C,crlf,,,,A80FBC767C21902FC56EBBCA35DC3C120700E527B52EA98F3CFDF5221EB0EF90,da815305e3ce00186a487b3a378bf8536ff59146,49EC715410B6931E51A6ABB297F7BE17E85D75A1AF72F4A70155E7824A54F903
